Boolean,Quotes,Themes
1," “I’ll swear by the consecrated host that she’s as virtuous as any woman living within the gates of Toledo, and if any man says otherwise, I’m his enemy to the death.” ","[""truth-deception-and-loss-of-innocence"", ""social-and-religious-hypocrisy"", ""growing-up""]"
1," In regard to complexion, ideas of beauty are wholly relative. I remember while in Africa to have seen three negro children, who were tawny, and another quite white, who were universally regarded as deformed by myself and the natives in general, as far as related to their complexions. ","[""culture-education-and-civilizing"", ""commerce-and-trade""]"
1," To that Heaven, which protects the weak from the strong, I commit the care of your innocence and virtues, if they have not already received their full reward, and if your youth and delicacy have not long since fallen victims to the violence of the African trader, the pestilential stench of a Guinea ship, the seasoning in the European colonies, or the lash and lust of a brutal and unrelenting overseer. ","[""conversion-providence-and-god-s-will"", ""commerce-and-trade""]"
1," I had often seen my master and Dick employed in reading; and I had a great curiosity to talk to the books, as I thought they did; and so to learn how all things had a beginning. For that purpose I have often taken up a book, and talked to it, and then put my ears to it, when alone, in hopes it would answer me; and I have been very much concerned when I found it remained silent ","[""culture-education-and-civilizing"", ""commerce-and-trade""]"
1," I not only felt myself quite easy with these new countrymen, but relished their society and manners. I no longer looked upon them as spirits, but as men superior to us; and therefore I had the stronger desire to resemble them, to imbibe their spirit, and imitate their manners. I therefore embraced every occasion of improvement; and every new thing that I observed I treasured up in my memory. ","[""culture-education-and-civilizing"", ""freedom-and-slavery"", ""commerce-and-trade""]"
1," At the sight of this land of bondage, a fresh horror ran through all my frame, and chilled me to the heart. My former slavery now rose in dreadful review to my mind, and displayed nothing but misery, stripes, and chains; and in the first paroxysm of my grief, I called upon God’s thunder, and his avenging power, to direct the stroke of death to me, rather than permit to become a slave, and to be sold from lord to lord. ","[""freedom-and-slavery"", ""commerce-and-trade""]"
1," As we sailed to different islands, I laid this money out in various things occasionally, and it used to turn to very good account, especially when we went to Guadaloupe, Grenada, and the rest of the French islands. Thus was I going all about the islands upwards of four years, and ever trading as I went, during which I experienced many instances of ill-usage, and have seen many injuries done to other negroes in our dealings with whites. ","[""commerce-and-trade"", ""selfhood""]"
1," Heavens! Who could do justice to my feelings at this moment? Not conquering heroes themselves, in the midst of a triumph—Not the tender mother who has just regained her long-lost infant, and presses it to her heart—Not the weary, hungry mariner, at the sight of the desired friendly port—Not the lover, when he once more embraces his beloved mistress, after she has been ravished from his arms! ","[""freedom-and-slavery"", ""commerce-and-trade""]"
1," I could not help thinking, that, if any of these people had been lost, God would charge me with their lives; which, perhaps, was one cause of my labouring so hard for their preservation; and indeed every one of them afterwards seemed so sensible of the service I had rendered them, that while we were on the key I was a kind of chieftain amongst them. ","[""culture-education-and-civilizing"", ""freedom-and-slavery"", ""selfhood""]"
1," Montserrat, 26th of the Seventh Month, 1767.The bearer hereof, GUSTAVUS VASSA, was my slave for upwards of three years, during which he has always behaved himself well, and discharged his duty with honest and assiduity.ROBERT KING.To all whom this may concern. ","[""culture-education-and-civilizing"", ""freedom-and-slavery"", ""selfhood""]"
1," In this deep consternation the Lord was pleased to break in upon my soul with his bright beams of heavenly light; and in an instant, as it were, removing the veil, and letting light into a dark place. ","[""conversion-providence-and-god-s-will"", ""commerce-and-trade""]"
